実施年,地域規模,性別,正答数_国A,正答数_国B,正答数_算A,正答数_算B,正答数_理,正答数_理A,正答数_理B,正答率_国A,正答率_国B,正答率_算A,正答率_算B,正答率_理,正答率_理A,正答率_理B,学力層_国A,学力層_国B,学力層_算A,学力層_算B,学力層_理,学力層_理A,学力層_理B,正答数_国A_領域1,正答数_国A_領域2,正答数_国A_領域3,正答数_国A_領域4,正答数_国A_観点1,正答数_国A_観点2,正答数_国A_観点3,正答数_国A_観点4,正答数_国A_観点5,正答数_国A_形式1,正答数_国A_形式2,正答数_国A_形式3,正答数_国B_領域1,正答数_国B_領域2,正答数_国B_領域3,正答数_国B_領域4,正答数_国B_観点1,正答数_国B_観点2,正答数_国B_観点3,正答数_国B_観点4,正答数_国B_観点5,正答数_国B_形式1,正答数_国B_形式2,正答数_国B_形式3,正答数_算A_領域1,正答数_算A_領域2,正答数_算A_領域3,正答数_算A_領域4,正答数_算A_観点1,正答数_算A_観点2,正答数_算A_観点3,正答数_算A_観点4,正答数_算A_形式1,正答数_算A_形式2,正答数_算A_形式3,正答数_算B_領域1,正答数_算B_領域2,正答数_算B_領域3,正答数_算B_領域4,正答数_算B_観点1,正答数_算B_観点2,正答数_算B_観点3,正答数_算B_観点4,正答数_算B_形式1,正答数_算B_形式2,正答数_算B_形式3,正答数_理_領域1,正答数_理_領域2,正答数_理_領域3,正答数_理_領域4,正答数_理_観点1,正答数_理_観点2,正答数_理_観点3,正答数_理_観点4,正答数_理_形式1,正答数_理_形式2,正答数_理_形式3,正答数_理A_領域1,正答数_理A_領域2,正答数_理A_領域3,正答数_理A_領域4,正答数_理A_観点1,正答数_理A_観点2,正答数_理A_観点3,正答数_理A_観点4,正答数_理A_形式1,正答数_理A_形式2,正答数_理A_形式3,正答数_理B_領域1,正答数_理B_領域2,正答数_理B_領域3,正答数_理B_領域4,正答数_理B_観点1,正答数_理B_観点2,正答数_理B_観点3,正答数_理B_観点4,正答数_理B_形式1,正答数_理B_形式2,正答数_理B_形式3,類型_国A_01,類型_国A_02,類型_国A_03,類型_国A_04,類型_国A_05,類型_国A_06,類型_国A_07,類型_国A_08,類型_国A_09,類型_国A_10,類型_国A_11,類型_国A_12,類型_国A_13,類型_国A_14,類型_国B_01,類型_国B_02,類型_国B_03,類型_国B_04,類型_国B_05,類型_国B_06,類型_国B_07,類型_国B_08,類型_国B_09,類型_算A_01,類型_算A_02,類型_算A_03,類型_算A_04,類型_算A_05,類型_算A_06,類型_算A_07,類型_算A_08,類型_算A_09,類型_算A_10,類型_算A_11,類型_算A_12,類型_算A_13,類型_算A_14,類型_算A_15,類型_算A_16,類型_算B_01,類型_算B_02,類型_算B_03,類型_算B_04,類型_算B_05,類型_算B_06,類型_算B_07,類型_算B_08,類型_算B_09,類型_算B_10,類型_算B_11,類型_算B_12,類型_算B_13,類型_理_01,類型_理_02,類型_理_03,類型_理_04,類型_理_05,類型_理_06,類型_理_07,類型_理_08,類型_理_09,類型_理_10,類型_理_11,類型_理_12,類型_理_13,類型_理_14,類型_理_15,類型_理_16,類型_理_17,類型_理_18,類型_理_19,類型_理_20,類型_理_21,類型_理_22,類型_理_23,類型_理_24,正誤_国A_01,正誤_国A_02,正誤_国A_03,正誤_国A_04,正誤_国A_05,正誤_国A_06,正誤_国A_07,正誤_国A_08,正誤_国A_09,正誤_国A_10,正誤_国A_11,正誤_国A_12,正誤_国A_13,正誤_国A_14,正誤_国B_01,正誤_国B_02,正誤_国B_03,正誤_国B_04,正誤_国B_05,正誤_国B_06,正誤_国B_07,正誤_国B_08,正誤_国B_09,正誤_算A_01,正誤_算A_02,正誤_算A_03,正誤_算A_04,正誤_算A_05,正誤_算A_06,正誤_算A_07,正誤_算A_08,正誤_算A_09,正誤_算A_10,正誤_算A_11,正誤_算A_12,正誤_算A_13,正誤_算A_14,正誤_算A_15,正誤_算A_16,正誤_算B_01,正誤_算B_02,正誤_算B_03,正誤_算B_04,正誤_算B_05,正誤_算B_06,正誤_算B_07,正誤_算B_08,正誤_算B_09,正誤_算B_10,正誤_算B_11,正誤_算B_12,正誤_算B_13,正誤_理_01,正誤_理_02,正誤_理_03,正誤_理_04,正誤_理_05,正誤_理_06,正誤_理_07,正誤_理_08,正誤_理_09,正誤_理_10,正誤_理_11,正誤_理_12,正誤_理_13,正誤_理_14,正誤_理_15,正誤_理_16,正誤_理_17,正誤_理_18,正誤_理_19,正誤_理_20,正誤_理_21,正誤_理_22,正誤_理_23,正誤_理_24,正答率_国A_領域1,正答率_国A_領域2,正答率_国A_領域3,正答率_国A_領域4,正答率_国A_観点1,正答率_国A_観点2,正答率_国A_観点3,正答率_国A_観点4,正答率_国A_観点5,正答率_国A_形式1,正答率_国A_形式2,正答率_国A_形式3,正答率_国B_領域1,正答率_国B_領域2,正答率_国B_領域3,正答率_国B_領域4,正答率_国B_観点1,正答率_国B_観点2,正答率_国B_観点3,正答率_国B_観点4,正答率_国B_観点5,正答率_国B_形式1,正答率_国B_形式2,正答率_国B_形式3,正答率_算A_領域1,正答率_算A_領域2,正答率_算A_領域3,正答率_算A_領域4,正答率_算A_観点1,正答率_算A_観点2,正答率_算A_観点3,正答率_算A_観点4,正答率_算A_形式1,正答率_算A_形式2,正答率_算A_形式3,正答率_算B_領域1,正答率_算B_領域2,正答率_算B_領域3,正答率_算B_領域4,正答率_算B_観点1,正答率_算B_観点2,正答率_算B_観点3,正答率_算B_観点4,正答率_算B_形式1,正答率_算B_形式2,正答率_算B_形式3,正答率_理_領域1,正答率_理_領域2,正答率_理_領域3,正答率_理_領域4,正答率_理_観点1,正答率_理_観点2,正答率_理_観点3,正答率_理_観点4,正答率_理_形式1,正答率_理_形式2,正答率_理_形式3,正答率_理A_領域1,正答率_理A_領域2,正答率_理A_領域3,正答率_理A_領域4,正答率_理A_観点1,正答率_理A_観点2,正答率_理A_観点3,正答率_理A_観点4,正答率_理A_形式1,正答率_理A_形式2,正答率_理A_形式3,正答率_理B_領域1,正答率_理B_領域2,正答率_理B_領域3,正答率_理B_領域4,正答率_理B_観点1,正答率_理B_観点2,正答率_理B_観点3,正答率_理B_観点4,正答率_理B_形式1,正答率_理B_形式2,正答率_理B_形式3,児童質問紙回答_001,児童質問紙回答_002,児童質問紙回答_003,児童質問紙回答_004,児童質問紙回答_005,学校質問紙回答_016,学校質問紙回答_017,学校質問紙回答_018,学校質問紙回答_019,学校質問紙回答_020
2015,1,0,11,7,15,10,17,6,11,78.57142857,77.77777778,93.75,76.92307692,70.83333333,66.66666667,73.33333333,2,2,1,1,2,2,3,1,0,2,9,,1,0,2,9,5,6,,,4,4,,2,,4,4,,3,2,2,7,3,3,2,,,7,8,4,11,,3,3,5,3,,7,2,1,2,5,3,5,5,4,4,,11,2,4,13,3,1,2,,2,2,,,2,4,3,3,,3,5,2,2,,11,,,10,,1,1,1,1,1,1,1,1,1,1,1,1,0,7,4,3,1,1,1,1,1,9,3,0,4,1,1,1,1,1,1,1,3,1,1,1,1,4,2,1,4,2,0,1,1,1,1,2,1,2,5,1,1,1,2,2,2,3,2,1,2,1,1,4,6,1,4,1,1,2,5,1,1,0,4,1,3,1,1,1,1,1,1,1,1,1,2,1,0,2,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,0,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,0,1,1,1,100,0,50,100,,100,0,50,100,71.42857143,85.71428571,,,66.66666667,66.66666667,,50,,66.66666667,66.66666667,,100,100,50,100,100,75,100,,,100,88.88888889,80,100,,75,100,71.42857143,100,,77.77777778,100,50,66.66666667,100,60,71.42857143,83.33333333,66.66666667,57.14285714,,73.33333333,40,100,72.22222222,100,33.33333333,66.66666667,,66.66666667,66.66666667,,,40,100,50,100,,75,83.33333333,66.66666667,50,,73.33333333,,,83.33333333,,33.33333333,1,2,1,1,3,2,2,1,2,1
2015,3,0,11,8,16,10,18,5,13,78.57142857,88.88888889,100,76.92307692,75,55.55555556,86.66666667,2,1,1,1,2,3,1,1,1,4,6,,1,1,4,6,7,4,,,6,5,,4,,6,5,,2,2,4,7,3,4,2,,,7,9,5,11,,3,3,5,2,,6,2,2,3,3,4,4,6,4,5,,13,2,3,16,0,2,1,,2,2,,,2,3,5,0,,3,6,2,3,,13,,,11,,2,1,1,1,9,9,0,1,1,1,3,1,1,1,4,3,1,1,1,1,3,1,2,1,4,1,2,1,1,1,1,1,3,1,1,1,1,3,2,1,4,1,1,1,6,1,7,5,1,2,2,1,1,1,3,2,2,3,2,1,2,1,0,2,7,1,4,4,9,3,1,2,1,1,4,2,3,1,1,1,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,2,1,1,2,1,1,2,1,100,100,100,66.66666667,,100,100,100,66.66666667,100,57.14285714,,,100,83.33333333,,100,,100,83.33333333,,66.66666667,100,100,100,100,100,100,,,100,100,100,100,,75,100,71.42857143,66.66666667,,66.66666667,100,100,100,60,80,57.14285714,100,66.66666667,71.42857143,,86.66666667,40,75,88.88888889,0,66.66666667,33.33333333,,66.66666667,66.66666667,,,40,75,83.33333333,0,,75,100,66.66666667,75,,86.66666667,,,91.66666667,,66.66666667,1,2,2,1,3,3,1,2,4,2
2015,1,0,12,7,10,8,13,4,9,85.71428571,77.77777778,62.5,61.53846154,54.16666667,44.44444444,60,1,2,3,1,3,3,3,1,1,2,8,,1,1,2,8,6,6,,,4,5,,2,,4,5,,3,2,2,6,0,2,2,,,4,6,2,8,,3,2,3,2,,5,2,1,2,3,3,2,4,3,4,,9,2,2,13,0,0,1,,2,1,,,2,2,4,0,,1,4,1,3,,9,,,9,,0,1,1,1,1,1,1,1,1,1,3,1,3,1,2,3,1,4,1,1,1,3,3,1,4,1,1,1,1,1,9,2,2,2,3,1,1,4,2,1,4,3,4,1,6,1,7,2,1,2,1,9,1,1,2,4,2,3,2,1,2,4,9,2,6,1,1,1,2,2,0,2,4,1,4,9,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,1,1,2,2,1,2,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,2,1,2,1,2,1,2,2,0,1,2,1,1,2,1,100,100,50,88.88888889,,100,100,50,88.88888889,85.71428571,85.71428571,,,66.66666667,83.33333333,,50,,66.66666667,83.33333333,,100,100,50,85.71428571,0,50,100,,,57.14285714,66.66666667,40,72.72727273,,75,66.66666667,42.85714286,66.66666667,,55.55555556,100,50,66.66666667,60,60,28.57142857,66.66666667,50,57.14285714,,60,40,50,72.22222222,0,0,33.33333333,,66.66666667,33.33333333,,,40,50,66.66666667,0,,25,66.66666667,33.33333333,75,,60,,,75,,0,2,2,1,2,2,2,2,2,2,2
2015,3,0,11,9,12,8,15,4,11,78.57142857,100,75,61.53846154,62.5,44.44444444,73.33333333,2,1,3,1,2,3,3,1,1,4,6,,1,1,4,6,6,5,,,6,6,,4,,6,6,,3,2,4,5,2,3,2,,,5,7,5,7,,2,2,4,2,,5,1,2,3,2,3,6,4,4,3,,11,2,2,10,2,3,2,,1,1,,,2,2,2,2,,4,4,3,2,,11,,,8,,3,1,1,1,0,1,9,1,5,1,3,1,1,1,4,3,1,1,1,1,1,1,3,1,4,1,9,1,6,1,1,4,3,1,1,1,4,3,2,1,4,1,1,1,7,1,9,9,9,2,1,3,1,3,2,2,2,3,2,3,2,1,1,3,1,1,4,1,9,4,2,3,2,2,2,1,3,1,1,1,0,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,1,1,100,100,100,66.66666667,,100,100,100,66.66666667,85.71428571,71.42857143,,,100,100,,100,,100,100,,100,100,100,71.42857143,66.66666667,75,100,,,71.42857143,77.77777778,100,63.63636364,,50,66.66666667,57.14285714,66.66666667,,55.55555556,50,100,100,40,60,85.71428571,66.66666667,66.66666667,42.85714286,,73.33333333,40,50,55.55555556,66.66666667,100,66.66666667,,33.33333333,33.33333333,,,40,50,33.33333333,66.66666667,,100,66.66666667,100,50,,73.33333333,,,66.66666667,,100,1,1,2,2,3,2,2,3,3,2
2015,3,0,9,2,15,6,13,3,10,64.28571429,22.22222222,93.75,46.15384615,54.16666667,33.33333333,66.66666667,3,4,1,2,3,4,2,1,1,2,6,,1,1,2,6,5,4,,,0,2,,0,,0,2,,1,1,0,6,3,4,2,,,6,9,5,10,,3,1,4,0,,4,1,1,2,3,1,2,6,3,4,,10,1,2,11,0,2,1,,1,1,,,1,2,3,0,,1,6,2,3,,10,,,8,,2,1,1,1,9,1,2,9,1,1,3,2,9,1,4,2,2,4,9,1,9,9,3,3,4,1,2,1,4,1,1,1,3,1,1,1,1,3,2,1,4,2,1,3,9,8,1,5,1,2,6,3,1,1,3,2,2,3,2,1,2,4,9,4,3,1,3,2,9,3,4,3,3,1,4,9,3,1,1,1,2,1,2,2,1,1,1,2,2,1,1,2,2,2,2,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1,2,1,100,100,50,66.66666667,,100,100,50,66.66666667,71.42857143,57.14285714,,,0,33.33333333,,0,,0,33.33333333,,33.33333333,50,0,85.71428571,100,100,100,,,85.71428571,100,100,90.90909091,,75,33.33333333,57.14285714,0,,44.44444444,50,50,66.66666667,60,20,28.57142857,100,50,57.14285714,,66.66666667,20,50,61.11111111,0,66.66666667,33.33333333,,33.33333333,33.33333333,,,20,50,50,0,,25,100,66.66666667,75,,66.66666667,,,66.66666667,,66.66666667,2,3,2,1,1,2,2,2,1,3
2015,2,0,10,6,12,5,13,4,9,71.42857143,66.66666667,75,38.46153846,54.16666667,44.44444444,60,2,2,3,3,3,3,3,1,0,3,6,,1,0,3,6,4,6,,,4,5,,3,,4,5,,2,1,3,6,3,2,1,,,6,6,3,9,,2,1,2,1,,1,2,2,3,2,0,4,4,4,3,,9,1,3,11,0,2,2,,1,1,,,1,3,4,0,,2,4,3,2,,9,,,7,,2,1,1,1,1,1,3,9,1,1,1,1,1,1,3,3,3,4,9,1,1,1,3,1,4,5,1,1,1,1,1,1,3,1,1,9,1,2,4,1,4,1,9,1,9,0,7,5,1,2,9,6,9,2,3,2,2,3,3,1,2,1,0,4,1,1,4,3,9,4,7,4,1,0,4,0,0,1,1,1,1,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,2,0,2,2,1,1,2,2,2,2,1,1,1,1,2,1,1,1,0,2,1,1,1,2,2,1,2,2,2,0,1,0,0,100,0,75,66.66666667,,100,0,75,66.66666667,57.14285714,85.71428571,,,66.66666667,83.33333333,,75,,66.66666667,83.33333333,,66.66666667,50,75,85.71428571,100,50,50,,,85.71428571,66.66666667,60,81.81818182,,50,33.33333333,28.57142857,33.33333333,,11.11111111,100,100,100,40,0,57.14285714,66.66666667,66.66666667,42.85714286,,60,20,75,61.11111111,0,66.66666667,66.66666667,,33.33333333,33.33333333,,,20,75,66.66666667,0,,50,66.66666667,100,50,,60,,,58.33333333,,66.66666667,2,2,1,1,3,3,1,2,3,2
2015,1,0,8,7,13,6,15,4,11,57.14285714,77.77777778,81.25,46.15384615,62.5,44.44444444,73.33333333,3,2,2,2,2,3,3,0,1,2,6,,0,1,2,6,4,4,,,5,5,,4,,5,5,,1,2,4,6,2,3,2,,,7,6,3,10,,2,1,4,1,,4,0,2,3,2,1,2,5,4,6,,11,1,3,11,2,2,1,,1,2,,,1,3,2,2,,1,5,3,4,,11,,,9,,2,1,1,1,1,9,3,2,1,9,3,9,9,1,4,1,1,1,1,1,1,1,4,1,4,1,9,1,1,1,1,1,2,1,3,1,1,3,2,1,4,1,9,4,5,1,1,9,3,2,5,0,1,1,2,2,2,3,2,4,2,1,1,4,1,1,1,3,0,2,5,2,1,9,4,1,3,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,2,1,2,0,1,1,2,1,1,1,1,2,1,1,1,2,1,1,2,2,0,2,2,1,2,2,1,1,1,0,100,50,66.66666667,,0,100,50,66.66666667,57.14285714,57.14285714,,,83.33333333,83.33333333,,100,,83.33333333,83.33333333,,33.33333333,100,100,85.71428571,66.66666667,75,100,,,100,66.66666667,60,90.90909091,,50,33.33333333,57.14285714,33.33333333,,44.44444444,0,100,100,40,20,28.57142857,83.33333333,66.66666667,85.71428571,,73.33333333,20,75,61.11111111,66.66666667,66.66666667,33.33333333,,33.33333333,66.66666667,,,20,75,33.33333333,66.66666667,,25,83.33333333,100,100,,73.33333333,,,75,,66.66666667,1,3,1,2,1,1,2,2,2,2
2015,3,0,12,8,13,4,14,7,7,85.71428571,88.88888889,81.25,30.76923077,58.33333333,77.77777778,46.66666667,1,1,2,3,3,1,3,1,1,3,8,,1,1,3,8,6,6,,,5,5,,3,,5,5,,3,2,3,4,3,4,2,,,5,8,4,9,,1,1,2,1,,1,1,2,3,1,0,3,3,3,5,,7,4,3,12,2,0,2,,3,2,,,4,3,5,2,,1,3,0,3,,7,,,7,,0,1,1,1,1,1,1,9,1,1,3,1,9,1,4,3,1,1,1,1,3,0,3,1,1,4,2,1,9,1,1,1,3,1,1,1,1,3,2,1,4,1,2,1,6,9,9,0,3,2,7,4,9,1,2,5,3,3,2,1,1,4,1,2,6,1,4,2,1,0,6,2,1,1,4,0,3,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,0,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,0,2,1,2,2,2,1,2,2,2,1,1,1,2,2,1,1,2,1,1,2,1,0,2,1,2,1,1,0,1,100,100,75,88.88888889,,100,100,75,88.88888889,85.71428571,85.71428571,,,83.33333333,83.33333333,,75,,83.33333333,83.33333333,,100,100,75,57.14285714,100,100,100,,,71.42857143,88.88888889,80,81.81818182,,25,33.33333333,28.57142857,33.33333333,,11.11111111,50,100,100,20,0,42.85714286,50,50,71.42857143,,46.66666667,80,75,66.66666667,66.66666667,0,66.66666667,,100,66.66666667,,,80,75,83.33333333,66.66666667,,25,50,0,75,,46.66666667,,,58.33333333,,0,1,4,2,2,3,2,1,2,2,1
2015,3,0,11,7,12,10,15,6,9,78.57142857,77.77777778,75,76.92307692,62.5,66.66666667,60,2,2,3,1,2,2,3,1,1,3,7,,1,1,3,7,7,4,,,4,5,,2,,4,5,,3,2,2,5,3,2,2,,,6,6,3,9,,3,1,5,2,,7,1,2,3,3,4,5,5,2,5,,9,2,4,11,2,2,3,,1,2,,,2,4,4,2,,2,5,1,3,,9,,,7,,2,1,1,1,9,9,1,1,1,1,3,1,3,1,4,3,1,4,1,1,3,9,3,1,1,1,1,1,5,1,1,1,3,1,1,1,2,4,2,1,4,1,1,2,1,1,9,2,1,2,1,9,1,1,3,2,2,3,3,1,4,4,9,4,1,1,4,3,1,4,7,2,1,4,3,1,3,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,1,1,100,100,75,77.77777778,,100,100,75,77.77777778,100,57.14285714,,,66.66666667,83.33333333,,50,,66.66666667,83.33333333,,100,100,50,71.42857143,100,50,100,,,85.71428571,66.66666667,60,81.81818182,,75,33.33333333,71.42857143,66.66666667,,77.77777778,50,100,100,60,80,71.42857143,83.33333333,33.33333333,71.42857143,,60,40,100,61.11111111,66.66666667,66.66666667,100,,33.33333333,66.66666667,,,40,100,66.66666667,66.66666667,,50,83.33333333,33.33333333,75,,60,,,58.33333333,,66.66666667,1,2,1,2,2,2,2,2,3,2
2015,1,0,10,6,13,7,18,5,13,71.42857143,66.66666667,81.25,53.84615385,75,55.55555556,86.66666667,2,2,2,2,2,3,1,1,0,3,7,,1,0,3,7,4,6,,,3,6,,3,,3,6,,1,2,3,7,2,2,2,,,6,7,4,9,,2,1,3,2,,4,2,1,2,2,3,3,6,5,6,,13,3,2,12,3,3,1,,2,2,,,3,2,2,3,,2,6,3,4,,13,,,10,,3,1,1,1,1,1,1,2,7,1,4,1,0,1,4,2,3,4,1,1,1,1,3,1,4,1,1,1,1,1,1,1,3,5,4,4,1,3,2,1,4,3,1,1,9,2,0,2,1,2,9,9,0,1,3,2,2,3,2,1,2,1,1,4,2,4,3,4,1,3,1,2,4,1,4,1,3,1,1,1,1,1,1,2,2,1,2,1,0,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,0,1,1,1,2,2,0,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,1,2,1,1,1,1,100,0,75,77.77777778,,100,0,75,77.77777778,57.14285714,85.71428571,,,50,100,,75,,50,100,,33.33333333,100,75,100,66.66666667,50,100,,,85.71428571,77.77777778,80,81.81818182,,50,33.33333333,42.85714286,66.66666667,,44.44444444,100,50,66.66666667,40,60,42.85714286,100,83.33333333,85.71428571,,86.66666667,60,50,66.66666667,100,100,33.33333333,,66.66666667,66.66666667,,,60,50,33.33333333,100,,50,100,100,100,,86.66666667,,,83.33333333,,100,1,1,1,1,1,3,3,3,2,2
2015,3,0,10,6,9,8,19,6,13,71.42857143,66.66666667,56.25,61.53846154,79.16666667,66.66666667,86.66666667,2,2,4,1,1,2,1,0,1,2,8,,0,1,2,8,4,6,,,3,5,,2,,3,5,,2,2,2,5,0,2,2,,,3,6,2,7,,0,2,6,2,,6,0,2,2,2,4,6,4,4,7,,13,2,4,14,2,3,2,,1,3,,,2,4,4,2,,4,4,3,4,,13,,,10,,3,1,1,1,1,1,1,9,1,7,3,9,9,1,4,1,1,4,1,1,3,3,3,1,4,4,1,1,1,1,9,3,2,2,4,1,1,4,2,1,4,1,1,3,1,1,7,2,6,4,8,1,1,1,4,2,2,9,2,1,2,1,9,4,2,1,4,1,1,3,1,2,1,1,4,1,3,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,2,2,2,2,1,1,2,1,1,1,1,1,2,1,1,2,1,2,2,2,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,0,100,50,88.88888889,,0,100,50,88.88888889,57.14285714,85.71428571,,,50,83.33333333,,50,,50,83.33333333,,66.66666667,100,50,71.42857143,0,50,100,,,42.85714286,66.66666667,40,63.63636364,,0,66.66666667,85.71428571,66.66666667,,66.66666667,0,100,66.66666667,40,80,85.71428571,66.66666667,66.66666667,100,,86.66666667,40,100,77.77777778,66.66666667,100,66.66666667,,33.33333333,100,,,40,100,66.66666667,66.66666667,,100,66.66666667,100,100,,86.66666667,,,83.33333333,,100,1,1,1,1,3,2,2,2,2,2
2015,1,0,13,6,14,9,18,7,11,92.85714286,66.66666667,87.5,69.23076923,75,77.77777778,73.33333333,1,2,2,1,2,1,3,1,1,3,9,,1,1,3,9,7,6,,,3,6,,3,,3,6,,1,2,3,7,2,3,2,,,7,7,4,10,,4,1,4,2,,5,2,2,3,3,3,5,5,5,5,,11,4,3,13,3,2,3,,2,2,,,4,3,4,3,,2,5,3,3,,11,,,9,,2,1,1,1,1,1,1,1,1,1,3,1,9,1,4,2,2,4,1,1,1,1,3,1,4,1,1,1,1,1,1,1,2,1,1,1,3,3,2,1,4,1,9,1,6,1,2,2,1,2,1,9,9,1,3,2,3,3,2,1,2,1,1,4,1,1,3,1,1,4,4,3,2,1,4,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,2,1,1,1,1,100,100,75,100,,100,100,75,100,100,85.71428571,,,50,100,,75,,50,100,,33.33333333,100,75,100,66.66666667,75,100,,,100,77.77777778,80,90.90909091,,100,33.33333333,57.14285714,66.66666667,,55.55555556,100,100,100,60,60,71.42857143,83.33333333,83.33333333,71.42857143,,73.33333333,80,75,72.22222222,100,66.66666667,100,,66.66666667,66.66666667,,,80,75,66.66666667,100,,50,83.33333333,100,75,,73.33333333,,,75,,66.66666667,1,1,1,3,2,3,3,3,3,3
2015,4,0,12,7,11,6,9,3,6,85.71428571,77.77777778,68.75,46.15384615,37.5,33.33333333,40,1,2,3,2,4,4,4,1,1,3,8,,1,1,3,8,7,5,,,4,5,,2,,4,5,,3,2,2,6,1,2,2,,,6,5,3,8,,2,1,2,2,,3,2,1,1,2,3,3,3,2,2,,6,1,2,6,2,1,2,,0,1,,,1,2,1,2,,1,3,2,1,,6,,,5,,1,1,1,1,1,9,1,1,1,1,3,1,3,1,4,3,1,4,1,1,3,3,3,1,4,1,9,1,1,1,1,1,2,5,1,1,3,4,2,1,4,2,9,1,7,2,7,2,1,1,1,9,9,1,2,2,2,9,4,5,2,1,9,1,7,1,3,4,1,3,7,4,3,4,2,1,3,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,2,1,1,1,2,2,1,2,1,2,1,1,2,1,2,2,1,2,1,1,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,100,100,75,88.88888889,,100,100,75,88.88888889,100,71.42857143,,,66.66666667,83.33333333,,50,,66.66666667,83.33333333,,100,100,50,85.71428571,33.33333333,50,100,,,85.71428571,55.55555556,60,72.72727273,,50,33.33333333,28.57142857,66.66666667,,33.33333333,100,50,33.33333333,40,60,42.85714286,50,33.33333333,28.57142857,,40,20,50,33.33333333,66.66666667,33.33333333,66.66666667,,0,33.33333333,,,20,50,16.66666667,66.66666667,,25,50,66.66666667,25,,40,,,41.66666667,,33.33333333,1,1,1,2,1,2,1,1,2,3
