実施年,地域規模,学校番号,性別,正答数_国,正答数_数,正誤_国_01,正誤_国_02,正誤_国_03,正誤_国_04,正誤_国_05,正誤_国_06,正誤_国_07,正誤_国_08,正誤_国_09,正誤_国_10,正誤_国_11,正誤_国_12,正誤_国_13,正誤_国_14,正誤_国_15,正誤_数_01,正誤_数_02,正誤_数_03,正誤_数_04,正誤_数_05,正誤_数_06,正誤_数_07,正誤_数_08,正誤_数_09,正誤_数_10,正誤_数_11,正誤_数_12,正誤_数_13,正誤_数_14,正誤_数_15,正誤_数_16,生徒質問回答_001,生徒質問回答_002,生徒質問回答_003,生徒質問回答_004,生徒質問回答_005,生徒質問回答_016,生徒質問回答_017,生徒質問回答_018,生徒質問回答_019,生徒質問回答_023,生徒質問回答_024,生徒質問回答_025,生徒質問回答_036,生徒質問回答_037,生徒質問回答_048,生徒質問回答_049,生徒質問回答_050,生徒質問回答_056,生徒質問回答_057,生徒質問回答_058
2024,3,204149,1,5,6,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,1,2,1,1,2,1,2,2,2,1,2,1,2,2,1,3,2,4,1,2,2,1,1,1,3,3,2,2,2,1,1,3,1,1
2024,1,208425,2,5,3,2,1,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1,5,2,1,3,1,1,1,4,2,3,2,3,1,2,2,1,2
2024,1,206011,2,9,2,2,2,1,1,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,5,6,1,3,1,1,1,4,3,3,3,2,2,3,4,2,4
2024,1,209523,2,4,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,3,1,6,3,2,2,1,2,2,4,3,3,2,4,2,3,4,2,4
2024,1,207833,2,6,4,2,2,2,2,2,1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,6,4,2,2,2,2,3,4,2,3,2,3,2,2,3,2,2
2024,3,208872,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,2,2,1,2,2,1,2,1,2,2,1,2,2,4,4,1,2,1,2,1,4,2,2,2,2,1,1,2,1,1
2024,2,206531,2,5,5,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,2,2,2,2,1,2,1,4,4,2,2,1,1,1,4,2,3,2,2,1,2,4,1,3
2024,1,200243,1,3,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,5,1,2,1,1,2,4,3,3,3,2,1,2,3,3,4
2024,1,209141,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,5,1,1,1,1,1,2,4,1,2,2,1,1,1,3,1,2
2024,1,203240,2,3,4,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,1,2,1,6,6,3,4,1,2,3,4,4,4,4,4,3,4,4,2,4
2024,3,202433,1,5,4,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,4,1,1,6,1,4,1,1,1,3,4,4,4,4,4,1,4,4,4,4
2024,3,208697,1,5,5,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,6,1,2,3,1,3,1,4,2,2,2,3,2,3,3,1,2
2024,3,206857,1,7,1,1,2,1,2,2,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,3,2,6,5,2,2,2,3,3,2,1,2,1,2,2,2,1,1,2
2024,3,206357,1,2,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,5,2,2,3,2,2,4,2,2,2,3,2,2,2,2,2
2024,3,202500,2,6,5,2,2,2,2,2,1,2,2,1,1,2,1,1,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,3,2,1,6,3,1,2,1,1,1,2,2,3,3,3,2,2,2,2,2
2024,3,206537,1,7,8,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2,2,2,1,1,1,1,2,1,2,2,1,2,1,2,1,2,3,3,6,1,3,3,2,1,2,4,3,3,3,2,2,2,3,2,3
2024,3,200660,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,3,2,2,3,2,2,2,2,3,4,3,2,3,4,2,2,4,2,2
2024,2,200631,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,1,4,3,2,3,2,1,3,4,2,3
2024,3,206383,1,7,6,1,2,1,2,2,1,1,2,1,2,1,2,2,2,1,2,2,2,1,1,1,2,2,1,2,2,1,2,1,2,2,1,1,1,6,1,1,2,2,1,1,4,2,2,2,2,2,2,3,3,2
2024,2,208452,2,6,3,2,1,1,1,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,4,2,2,6,1,2,2,1,2,1,4,2,3,3,3,1,2,4,2,3
2024,2,202719,1,4,0,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,6,3,2,1,1,2,1,3,1,1,1,3,1,3,2,1,4
2024,3,207024,2,3,4,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,2,2,4,3,3,5,2,2,3,1,2,1,4,3,3,3,4,2,2,4,2,4
2024,3,205781,2,4,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,3,2,2,1,3,1,4,2,2,2,2,1,2,3,1,3
2024,4,200970,1,6,3,2,1,2,2,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,1,2,4,4,1,2,1,1,2,4,2,2,2,2,1,2,2,1,2
2024,2,200417,2,6,3,2,2,2,2,2,1,1,2,1,2,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,1,1,2,2,1,1,1,2,3,2,2,2,1,1
2024,3,204583,2,6,3,2,2,1,1,2,1,1,2,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,3,2,2,1,2,1,3,4,2,2,2,4,2,2,1,3,1
2024,3,207435,2,4,7,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,2,1,1,1,6,4,1,1,1,1,3,3,2,3,2,1,2,3,4,2,2
2024,3,203785,1,3,4,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,4,4,1,3,1,2,1,4,3,2,2,4,1,3,4,2,3
2024,3,207266,2,5,5,1,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,1,1,2,2,2,2,2,1,2,1,2,2,1,2,3,5,2,3,2,2,3,3,4,3,3,3,3,2,3,2,2,2
2024,3,206118,2,3,3,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,6,6,1,2,2,1,1,4,2,2,3,2,1,1,3,1,2
2024,1,201401,1,5,1,2,1,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,6,1,2,3,1,1,2,4,2,1,2,4,3,2,4,3,2
2024,2,200710,2,3,3,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,4,1,1,2,1,1,1,4,2,2,2,1,2,1,2,1,2
2024,1,207839,2,7,4,1,2,1,1,2,2,1,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,5,6,2,2,1,2,2,4,2,2,3,4,2,2,4,2,4
2024,2,204316,2,8,3,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,3,2,3,6,1,2,3,2,2,1,4,2,2,2,4,1,3,3,2,2
2024,3,200815,2,6,4,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,1,2,1,2,2,1,3,2,6,1,1,2,1,2,3,4,1,2,2,2,1,2,3,1,3
2024,1,206094,1,7,1,1,1,2,2,2,1,1,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,6,4,2,3,3,1,1,4,3,3,2,1,1,1,3,4,3
2024,2,206774,1,6,2,2,2,2,2,1,1,1,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1,5,2,1,1,2,1,1,4,3,3,3,1,1,2,4,3,3
2024,1,204125,1,6,4,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,3,3,2,6,2,2,1,1,1,2,4,3,3,3,4,1,3,4,2,3
2024,2,204387,2,6,6,1,2,2,2,2,2,1,2,2,1,2,1,1,2,1,2,2,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,3,3,6,1,2,2,2,3,1,4,3,3,3,3,2,3,4,1,4
2024,3,204137,1,6,4,2,1,2,2,2,1,2,2,1,2,2,1,1,2,1,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,3,1,1,1,2,1,1,2,4,1,1,1,2,1,2,1,1,1
2024,3,202910,2,2,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,1,2,2,2,2,3,4,1,5,1,1,2,3,2,1,4,2,3,3,4,1,2,1,2,2
2024,1,206125,1,5,4,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,3,2,1,3,2,3,2,2,2,1,4,2,3,2,4,2,3,4,3,3
2024,3,207017,2,6,2,1,2,2,1,2,2,2,2,1,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,3,2,5,4,4,4,1,3,1,2,4,4,4,4,3,4,3,3,3
2024,2,202792,1,6,7,1,2,1,2,2,1,1,2,2,2,1,2,2,2,1,2,1,1,1,2,1,2,1,1,2,2,2,2,1,2,2,1,2,2,6,6,2,2,2,2,1,4,2,1,2,2,2,2,2,1,2
2024,3,207462,1,3,3,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,3,2,2,3,2,3,2,2,2,2,2,1,1,2,3,1,3
2024,3,207078,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,5,4,1,1,1,1,1,4,2,1,2,1,1,1,2,1,1
2024,1,203607,1,7,5,2,2,2,2,2,1,1,2,1,2,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,1,3,3,1,1,1,2,3,3,1,2,2,1,1,1,3,2,2
2024,2,203901,2,6,6,2,2,2,2,2,1,2,2,1,2,1,2,1,1,1,2,2,1,2,1,1,2,2,2,2,2,1,2,1,2,1,2,2,2,5,2,1,3,2,2,1,4,3,3,3,2,1,2,3,2,2
2024,3,201190,1,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,4,2,1,2,1,2,2,4,2,2,2,2,1,2,3,2,2
2024,1,208813,1,2,4,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,1,3,2,6,3,2,2,2,2,1,4,1,1,1,2,2,2,3,1,2
2024,1,201382,1,6,3,1,2,1,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,3,4,3,6,3,2,3,1,1,1,4,2,3,3,3,2,2,1,1,1
2024,3,207413,2,7,4,1,1,1,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,1,3,1,4,3,1,4,1,1,1,4,2,2,2,2,1,2,1,1,1
2024,4,202185,2,10,1,2,1,2,1,1,1,1,2,1,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,6,1,1,1,1,1,1,1,1,1,1,4,1,2,3,1,2
2024,3,206343,1,7,3,1,1,1,2,2,1,2,2,1,2,1,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,5,2,2,3,2,2,2,4,2,3,2,2,2,3,3,2,3
2024,4,207570,1,8,4,2,1,1,1,2,1,2,2,1,2,1,1,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,6,3,1,1,1,1,3,1,2,3,1,2,2,1,2,2,2
2024,3,208985,1,6,3,2,1,2,2,2,1,2,2,1,2,2,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,4,1,1,1,1,1,2,4,2,2,1,2,2,2,2,2,2
2024,4,207341,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,4,4,2,1,2,4,2,2,1,4,4,3,3,3,2,2,3,1,3
2024,3,208008,1,3,5,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2,1,2,1,2,2,1,3,1,5,4,1,1,2,2,2,4,1,1,1,3,2,2,1,2,2
2024,3,203255,1,5,5,1,2,2,2,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,3,3,2,3,2,2,3,4,1,2,2,2,1,2,3,2,3
2024,3,202257,1,4,6,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,1,2,1,2,2,1,3,1,6,4,1,2,1,2,2,4,2,2,2,2,2,2,2,1,2
2024,1,203828,2,2,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,3,2,6,1,1,1,1,2,1,4,2,2,2,2,1,2,3,2,3
2024,3,201941,2,3,7,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,1,1,5,1,1,2,1,2,2,4,3,2,2,2,2,1,1,1,1
2024,3,203381,1,4,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,6,3,2,3,1,3,1,4,3,3,3,4,2,4,1,1,1
2024,2,204136,1,4,6,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,3,2,2,6,1,1,1,1,1,2,4,1,1,2,1,1,1,4,1,4
2024,3,206468,1,4,7,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,1,1,1,2,2,1,2,2,1,2,1,2,2,1,1,1,6,2,1,4,1,1,2,4,3,2,3,3,2,2,1,1,1
2024,1,204710,1,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,3,2,2,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1
2024,2,202806,1,3,1,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,5,4,3,1,2,1,1,4,3,2,3,3,1,3,3,1,3
2024,2,203212,1,6,7,1,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,2,1,1,2,1,1,2,2,1,2,1,2,2,3,3,2,4,3,2,2,4,2,2,3,2,3,3,3,2,2,2,1,2
2024,3,201224,1,3,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,1,2,2,5,3,3,3,2,2,3,4,2,2,2,4,1,2,2,1,2
2024,3,206004,1,7,2,1,1,2,2,2,1,1,2,2,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,3,2,1,1,4,3,3,3,3,1,3,2,1,2
2024,3,204947,1,6,5,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,2,2,2,1,1,1,2,2,2,2,2,1,2,1,2,2,1,1,1,6,3,2,3,2,2,2,4,3,2,3,3,2,2,4,2,4
2024,3,204615,2,5,0,2,1,2,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,4,1,1,2,1,1,1,4,2,2,2,3,2,3,4,2,4
2024,4,208593,2,3,6,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,1,1,2,2,1,2,2,1,2,1,2,2,1,3,2,6,2,2,2,2,2,1,4,2,2,3,3,2,3,2,1,2
2024,2,207151,1,5,2,1,1,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,6,3,1,2,1,1,3,4,3,1,1,2,1,1,1,1,1
2024,3,204687,2,4,0,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,6,2,2,2,1,2,1,4,2,3,2,2,2,2,3,2,4
2024,1,204050,1,5,7,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,1,1,1,2,2,1,2,2,1,2,1,2,2,1,3,2,5,3,1,3,1,1,2,4,3,3,2,3,1,1,1,3,1
2024,2,206852,1,4,3,2,2,2,2,2,1,1,2,2,2,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,4,1,3,5,3,3,2,2,2,2,4,1,1,1,3,3,2,4,1,2
2024,1,202946,2,5,2,1,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,5,4,4,4,3,4,3,4,4,3,3,4,1,3,4,4,3
2024,3,203708,1,6,3,1,2,2,2,2,1,1,2,1,2,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,1,6,2,4,4,2,4,1,4,3,4,4,4,3,4,4,3,4
2024,3,205181,2,7,5,1,1,1,1,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,6,2,2,3,1,1,1,4,2,3,3,2,1,1,2,2,1
2024,2,208440,1,6,2,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,4,2,3,3,2,1,2,3,1,2
2024,1,205672,1,4,3,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,3,3,1,2,1,2,2,2,1,1,1,3,1,1,2,1,1
2024,1,209107,2,4,5,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2,1,1,1,4,5,1,2,1,1,1,4,2,3,2,2,2,2,2,2,2
2024,4,208287,2,4,5,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,6,5,2,2,2,2,3,4,3,2,3,3,3,3,1,1,1
2024,2,202114,1,3,4,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,2,2,1,2,1,6,4,2,3,2,2,1,4,2,3,2,3,1,3,3,2,2
2024,4,200433,1,2,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,4,3,2,5,1,2,4,1,2,1,4,3,3,3,3,1,3,3,2,3
2024,2,203621,1,0,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,1,2,2,1,1,1,6,2,1,1,1,1,1,4,2,1,1,2,1,1,1,1,1
2024,3,200535,2,4,4,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,1,2,2,6,4,2,2,2,2,1,4,2,2,2,3,1,2,1,2,2
2024,1,204227,1,3,0,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,5,4,2,2,1,2,1,4,4,2,2,2,2,3,4,4,3
2024,3,205094,2,8,4,1,1,1,2,2,2,2,1,2,1,1,2,2,1,1,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,5,2,2,1,2,3,3,2,2,2,2,1,2,2,1,2
2024,3,203442,1,2,5,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,1,3,2,6,1,3,3,3,2,1,4,2,3,3,3,2,4,4,2,3
2024,3,205019,1,3,6,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,2,2,2,2,2,1,2,1,2,2,3,1,2,6,1,1,1,1,2,3,4,1,3,3,1,1,2,2,1,2
2024,3,209506,2,3,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,5,2,1,3,1,1,1,4,2,2,1,2,1,1,1,1,4
2024,3,206932,2,7,4,1,1,1,2,2,2,2,2,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2,1,3,2,5,2,3,2,4,3,1,4,1,3,2,4,2,2,4,2,3
2024,3,206544,1,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,3,1,5,5,3,2,2,3,3,4,2,3,1,3,2,3,4,3,4
2024,3,202441,1,5,5,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,2,2,2,2,2,2,1,5,3,2,1,1,2,1,4,1,2,2,1,1,1,2,1,2
2024,1,203201,1,5,2,2,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,3,2,3,4,2,2,2,2,1,4,3,2,3,2,1,2,3,1,2
2024,3,202517,1,3,4,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,3,1,1,6,2,3,2,2,3,2,4,3,3,3,2,2,3,4,3,4
2024,3,203253,1,3,4,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,1,2,2,4,4,2,2,2,2,1,4,1,2,2,1,1,2,3,1,3
2024,4,208268,2,4,4,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,6,4,2,3,2,2,2,4,3,2,3,1,1,2,3,3,3
2024,4,202078,1,0,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,6,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
2024,2,205955,1,6,2,2,1,1,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,6,3,1,1,1,1,1,4,2,3,1,2,2,2,3,1,2
2024,1,201616,2,5,4,2,2,2,1,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,1,1,3,4,1,1,1,1,3,4,2,1,1,2,2,2,1,2,2
2024,3,204941,2,5,4,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,1,1,1,6,1,2,2,1,1,3,4,2,2,2,4,2,2,4,2,2
2024,3,203727,2,7,7,2,1,1,1,2,2,2,2,1,2,1,1,2,2,1,2,2,1,1,1,1,2,2,1,2,2,1,2,1,2,2,1,1,1,4,2,2,2,2,2,2,4,2,2,2,1,2,1,3,2,1
2024,2,207778,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,1,3,1,1,1,3,1,1,2,3,1,3,1,1,1
2024,1,200840,1,5,5,2,1,2,2,2,2,1,2,1,2,2,2,2,1,1,2,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,6,1,1,1,1,1,2,4,2,4,3,1,1,1,4,4,4
2024,2,200782,2,9,6,2,2,2,2,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,2,2,2,2,1,2,1,2,2,3,4,1,6,1,4,4,2,3,2,4,3,4,4,4,1,4,4,1,4
2024,2,203681,1,5,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,4,3,2,6,1,3,1,1,2,2,4,2,1,1,3,1,2,3,3,2
2024,2,201793,2,3,5,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,1,1,2,2,2,1,2,2,1,2,2,1,3,3,6,4,3,2,2,2,2,4,2,2,2,2,2,2,3,2,3
2024,3,203773,1,5,4,2,1,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,1,6,1,1,1,1,2,2,4,4,2,2,2,1,3,2,1,2
2024,3,205457,1,5,1,1,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,6,6,1,4,4,1,1,4,1,4,4,2,1,2,2,1,3
2024,3,205275,2,6,3,1,2,2,2,2,2,2,2,1,2,1,1,1,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,4,1,1,5,5,1,1,1,1,2,4,1,1,3,3,2,2,2,2,3
2024,3,206221,2,2,8,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,1,1,2,2,1,2,1,1,2,2,2,1,4,2,1,3,1,3,2,4,4,2,4,2,1,2,1,1,2,4,2,3
2024,1,209180,1,3,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,4,3,1,1,1,1,1,3,1,2,1,2,1,2,1,1,1
2024,4,204644,2,8,1,1,1,2,2,1,1,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,1,6,1,4,3,4,3,2,3,2,3,3,2,2,3,4,4,4
